timestamp,process,pid,cpu_pct,rss_mb
1787140285,conversation,1318,0.0,47.8
1787140285,conversation,13782,0.0,59.9
1787140285,freeswitch,27385,0.6,16.1
1787140285,gateway,33999,5.9,18.8
1787140285,kamailio,96972,0.0,12.5
1787140285,kamailio,96974,0.0,3.3
1787140285,kamailio,96975,0.0,1.1
1787140285,kamailio,96976,0.0,0.7
1787140285,kamailio,96977,0.0,0.3
1787140285,kamailio,96978,0.0,0.3
1787140285,kamailio,96979,0.0,0.8
1787140285,kamailio,96980,0.0,0.4
1787140287,conversation,1318,0.0,47.8
1787140287,conversation,13782,236.1,1013.4
1787140287,freeswitch,27385,1.4,18.2
1787140287,gateway,33999,4.2,27.8
1787140287,kamailio,96972,0.0,13.2
1787140287,kamailio,96974,0.0,3.3
1787140287,kamailio,96975,0.0,1.1
1787140287,kamailio,96976,0.0,0.7
1787140287,kamailio,96977,0.0,0.3
1787140287,kamailio,96978,0.0,0.3
1787140287,kamailio,96979,0.0,0.8
1787140287,kamailio,96980,0.0,0.4
1787140289,conversation,1318,0.0,47.9
1787140289,conversation,13782,0.0,1013.4
1787140289,freeswitch,27385,2.5,18.4
1787140289,gateway,33999,9.8,27.8
1787140289,kamailio,96972,0.0,13.2
1787140289,kamailio,96974,0.0,3.3
1787140289,kamailio,96975,0.0,1.1
1787140289,kamailio,96976,0.0,0.7
1787140289,kamailio,96977,0.0,0.3
1787140289,kamailio,96978,0.0,0.3
1787140289,kamailio,96979,0.0,0.8
1787140289,kamailio,96980,0.0,0.4
1787140291,conversation,1318,0.0,47.9
1787140291,conversation,13782,0.0,1013.4
1787140291,freeswitch,27385,2.2,18.4
1787140291,gateway,33999,5.4,27.8
1787140291,kamailio,96972,0.0,13.2
1787140291,kamailio,96974,0.0,3.3
1787140291,kamailio,96975,0.0,1.2
1787140291,kamailio,96976,0.0,0.7
1787140291,kamailio,96977,0.0,0.3
1787140291,kamailio,96978,0.0,0.3
1787140291,kamailio,96979,0.0,0.8
1787140291,kamailio,96980,0.0,0.4
1787140293,conversation,1318,0.0,47.9
1787140293,conversation,13782,1.4,1013.7
1787140293,freeswitch,27385,2.0,18.4
1787140293,gateway,33999,9.0,27.9
1787140293,kamailio,96972,0.0,13.2
1787140293,kamailio,96974,0.0,3.3
1787140293,kamailio,96975,0.0,1.2
1787140293,kamailio,96976,0.0,0.7
1787140293,kamailio,96977,0.0,0.3
1787140293,kamailio,96978,0.0,0.3
1787140293,kamailio,96979,0.0,0.8
1787140293,kamailio,96980,0.0,0.4
