timestamp,process,pid,cpu_pct,rss_mb
1787122416,conversation,1318,0.0,773.6
1787122416,conversation,13782,0.0,1579.7
1787122416,freeswitch,27385,0.4,25.2
1787122416,kamailio,96972,0.0,13.8
1787122416,kamailio,96974,0.0,3.7
1787122416,kamailio,96975,0.0,1.4
1787122416,kamailio,96976,0.0,0.7
1787122416,kamailio,96977,0.0,0.3
1787122416,kamailio,96978,0.0,0.3
1787122416,kamailio,96979,0.0,0.8
1787122416,kamailio,96980,0.0,0.4
1787122416,gateway,97174,6.5,25.7
1787122418,conversation,1318,136.1,1303.2
1787122418,conversation,13782,0.0,1579.7
1787122418,freeswitch,27385,1.7,25.2
1787122418,kamailio,96972,0.0,13.8
1787122418,kamailio,96974,0.0,3.7
1787122418,kamailio,96975,0.0,1.4
1787122418,kamailio,96976,0.0,0.7
1787122418,kamailio,96977,0.0,0.3
1787122418,kamailio,96978,0.0,0.3
1787122418,kamailio,96979,0.0,0.8
1787122418,kamailio,96980,0.0,0.4
1787122418,gateway,97174,3.5,26.3
1787122420,conversation,1318,0.0,1303.2
1787122420,conversation,13782,0.0,1579.7
1787122420,freeswitch,27385,2.3,25.3
1787122420,kamailio,96972,0.0,13.8
1787122420,kamailio,96974,0.0,3.7
1787122420,kamailio,96975,0.0,1.5
1787122420,kamailio,96976,0.0,0.7
1787122420,kamailio,96977,0.0,0.3
1787122420,kamailio,96978,0.0,0.3
1787122420,kamailio,96979,0.0,0.8
1787122420,kamailio,96980,0.0,0.4
1787122420,gateway,97174,8.4,26.3
1787122423,conversation,1318,0.0,1303.2
1787122423,conversation,13782,0.0,1579.7
1787122423,freeswitch,27385,2.2,25.3
1787122423,kamailio,96972,0.0,13.8
1787122423,kamailio,96974,0.0,3.7
1787122423,kamailio,96975,0.0,1.5
1787122423,kamailio,96976,0.0,0.7
1787122423,kamailio,96977,0.0,0.3
1787122423,kamailio,96978,0.0,0.3
1787122423,kamailio,96979,0.0,0.8
1787122423,kamailio,96980,0.0,0.4
1787122423,gateway,97174,4.1,26.3
1787122425,conversation,1318,0.0,1303.2
1787122425,conversation,13782,0.0,1579.7
1787122425,freeswitch,27385,1.9,25.3
1787122425,kamailio,96972,0.0,13.8
1787122425,kamailio,96974,0.0,3.7
1787122425,kamailio,96975,0.0,1.5
1787122425,kamailio,96976,0.0,0.7
1787122425,kamailio,96977,0.0,0.3
1787122425,kamailio,96978,0.0,0.3
1787122425,kamailio,96979,0.0,0.8
1787122425,kamailio,96980,0.0,0.4
1787122425,gateway,97174,7.7,26.3
1787122427,conversation,1318,0.0,1303.2
1787122427,conversation,13782,0.0,1579.7
1787122427,freeswitch,27385,2.3,25.3
1787122427,kamailio,96972,0.0,13.8
1787122427,kamailio,96974,0.0,3.7
