timestamp,process,pid,cpu_pct,rss_mb
1787136144,conversation,1318,0.0,30.5
1787136144,conversation,13782,0.0,29.7
1787136144,freeswitch,27385,0.2,17.2
1787136144,gateway,32488,6.6,6.4
1787136144,kamailio,96972,0.0,12.0
1787136144,kamailio,96974,0.0,3.6
1787136144,kamailio,96975,0.0,1.4
1787136144,kamailio,96976,0.0,0.7
1787136144,kamailio,96977,0.0,0.3
1787136144,kamailio,96978,0.0,0.3
1787136144,kamailio,96979,0.0,0.8
1787136144,kamailio,96980,0.0,0.4
1787136146,conversation,1318,0.0,30.5
1787136146,conversation,13782,200.0,974.6
1787136146,freeswitch,27385,1.7,20.3
1787136146,gateway,32488,3.9,25.6
1787136146,kamailio,96972,0.0,13.9
1787136146,kamailio,96974,0.0,3.6
1787136146,kamailio,96975,0.0,1.4
1787136146,kamailio,96976,0.0,0.7
1787136146,kamailio,96977,0.0,0.3
1787136146,kamailio,96978,0.0,0.3
1787136146,kamailio,96979,0.0,0.8
1787136146,kamailio,96980,0.0,0.4
1787136148,conversation,1318,0.0,30.5
1787136148,conversation,13782,0.0,1012.1
1787136148,freeswitch,27385,2.0,20.4
1787136148,gateway,32488,8.4,26.0
1787136148,kamailio,96972,0.0,13.9
1787136148,kamailio,96974,0.0,3.6
1787136148,kamailio,96975,0.0,1.4
1787136148,kamailio,96976,0.0,0.7
1787136148,kamailio,96977,0.0,0.3
1787136148,kamailio,96978,0.0,0.3
1787136148,kamailio,96979,0.0,0.8
1787136148,kamailio,96980,0.0,0.4
1787136150,conversation,1318,0.0,30.5
1787136150,conversation,13782,0.0,1012.1
1787136150,freeswitch,27385,2.1,20.4
1787136150,gateway,32488,9.5,26.0
1787136150,kamailio,96972,0.0,13.9
1787136150,kamailio,96974,0.0,3.6
1787136150,kamailio,96975,0.0,1.5
1787136150,kamailio,96976,0.0,0.7
1787136150,kamailio,96977,0.0,0.3
1787136150,kamailio,96978,0.0,0.3
1787136150,kamailio,96979,0.0,0.8
1787136150,kamailio,96980,0.0,0.4
1787136152,conversation,1318,0.0,30.5
1787136152,conversation,13782,0.2,1012.1
1787136152,freeswitch,27385,2.1,20.4
1787136152,gateway,32488,4.5,26.0
1787136152,kamailio,96972,0.0,13.9
1787136152,kamailio,96974,0.0,3.6
1787136152,kamailio,96975,0.0,1.5
1787136152,kamailio,96976,0.0,0.7
1787136152,kamailio,96977,0.0,0.3
1787136152,kamailio,96978,0.0,0.3
1787136152,kamailio,96979,0.0,0.8
1787136152,kamailio,96980,0.0,0.4
1787136154,conversation,1318,0.0,30.5
1787136154,conversation,13782,0.0,1012.1
1787136154,freeswitch,27385,2.0,20.4
1787136154,gateway,32488,4.7,26.0
1787136154,kamailio,96972,0.0,13.9
1787136154,kamailio,96974,0.0,3.6
1787136154,kamailio,96975,0.0,1.5
1787136154,kamailio,96976,0.0,0.7
1787136154,kamailio,96977,0.0,0.3
1787136154,kamailio,96978,0.0,0.3
1787136154,kamailio,96979,0.0,0.8
1787136154,kamailio,96980,0.0,0.4
1787136156,conversation,1318,0.0,30.5
1787136156,conversation,13782,0.0,1012.1
1787136156,freeswitch,27385,2.4,20.4
1787136156,gateway,32488,6.3,26.0
1787136156,kamailio,96972,0.0,13.9
1787136156,kamailio,96974,0.0,3.6
1787136156,kamailio,96975,0.0,1.5
1787136156,kamailio,96976,0.0,0.7
1787136156,kamailio,96977,0.0,0.3
1787136156,kamailio,96978,0.0,0.3
1787136156,kamailio,96979,0.0,0.8
1787136156,kamailio,96980,0.0,0.4
1787136158,conversation,1318,0.0,30.5
1787136158,conversation,13782,0.0,1012.1
1787136158,freeswitch,27385,2.0,20.4
1787136158,gateway,32488,6.6,26.0
1787136158,kamailio,96972,0.0,13.9
1787136158,kamailio,96974,0.0,3.6
1787136158,kamailio,96975,0.0,1.5
