timestamp,process,pid,cpu_pct,rss_mb
1787060464,conversation,1318,0.0,443.9
1787060464,conversation,13782,0.0,104.9
1787060464,kamailio,96972,0.0,15.0
1787060464,kamailio,96974,0.0,2.7
1787060464,kamailio,96975,0.0,3.5
1787060464,kamailio,96976,0.0,0.7
1787060464,kamailio,96977,0.0,0.3
1787060464,kamailio,96978,0.0,0.3
1787060464,kamailio,96979,0.0,0.8
1787060464,kamailio,96980,0.0,0.4
1787060464,freeswitch,97163,0.6,37.6
1787060464,gateway,97174,6.5,106.7
1787060466,conversation,1318,223.2,1013.5
1787060466,conversation,13782,31.8,993.7
1787060466,kamailio,96972,0.0,15.3
1787060466,kamailio,96974,0.0,2.7
1787060466,kamailio,96975,0.0,3.5
1787060466,kamailio,96976,0.0,0.7
1787060466,kamailio,96977,0.0,0.3
1787060466,kamailio,96978,0.0,0.3
1787060466,kamailio,96979,0.0,0.8
1787060466,kamailio,96980,0.0,0.4
1787060466,freeswitch,97163,2.4,39.4
1787060466,gateway,97174,5.4,112.0
1787060468,conversation,1318,124.1,1033.8
1787060468,conversation,13782,209.2,1029.9
1787060468,kamailio,96972,0.0,15.3
1787060468,kamailio,96974,0.0,2.7
1787060468,kamailio,96975,0.0,3.4
1787060468,kamailio,96976,0.0,0.7
1787060468,kamailio,96977,0.0,0.3
1787060468,kamailio,96978,0.0,0.3
1787060468,kamailio,96979,0.0,0.8
1787060468,kamailio,96980,0.0,0.4
1787060468,freeswitch,97163,3.8,40.1
1787060468,gateway,97174,11.9,113.4
1787060470,conversation,1318,70.2,1037.8
1787060470,conversation,13782,153.6,1035.8
1787060470,kamailio,96972,0.2,15.4
1787060470,kamailio,96974,0.0,2.7
1787060470,kamailio,96975,0.0,3.4
1787060470,kamailio,96976,0.0,0.7
1787060470,kamailio,96977,0.0,0.3
1787060470,kamailio,96978,0.0,0.3
1787060470,kamailio,96979,0.0,0.8
1787060470,kamailio,96980,0.0,0.4
1787060470,freeswitch,97163,6.0,39.6
1787060470,gateway,97174,14.5,100.5
1787060472,conversation,1318,239.8,1039.2
1787060472,conversation,13782,10.6,1035.8
1787060472,kamailio,96972,0.3,15.2
1787060472,kamailio,96974,0.0,2.7
1787060472,kamailio,96975,0.0,3.3
1787060472,kamailio,96976,0.0,0.7
1787060472,kamailio,96977,0.0,0.3
1787060472,kamailio,96978,0.0,0.3
1787060472,kamailio,96979,0.0,0.8
1787060472,kamailio,96980,0.0,0.4
1787060472,freeswitch,97163,8.0,40.7
1787060472,gateway,97174,18.8,102.5
1787060474,conversation,1318,185.5,1040.0
1787060474,conversation,13782,87.6,1037.2
1787060474,kamailio,96972,0.2,15.3
1787060474,kamailio,96974,0.0,2.7
1787060474,kamailio,96975,0.0,3.4
1787060474,kamailio,96976,0.0,0.7
1787060474,kamailio,96977,0.0,0.3
1787060474,kamailio,96978,0.0,0.3
1787060474,kamailio,96979,0.0,0.8
1787060474,kamailio,96980,0.0,0.4
1787060474,freeswitch,97163,8.4,41.5
1787060474,gateway,97174,22.9,105.6
1787060477,conversation,1318,208.2,1040.1
1787060477,conversation,13782,67.0,1037.9
1787060477,kamailio,96972,0.1,15.3
1787060477,kamailio,96974,0.0,2.7
1787060477,kamailio,96975,0.0,3.5
1787060477,kamailio,96976,0.0,0.7
1787060477,kamailio,96977,0.0,0.3
1787060477,kamailio,96978,0.0,0.3
1787060477,kamailio,96979,0.0,0.8
1787060477,kamailio,96980,0.0,0.4
1787060477,freeswitch,97163,9.7,42.3
1787060477,gateway,97174,29.8,111.9
1787060479,conversation,1318,257.0,1045.4
1787060479,conversation,13782,8.0,1037.9
1787060479,kamailio,96972,0.1,15.2
1787060479,kamailio,96974,0.0,2.7
1787060479,kamailio,96975,0.0,3.5
1787060479,kamailio,96976,0.0,0.7
1787060479,kamailio,96977,0.0,0.3
1787060479,kamailio,96978,0.0,0.3
1787060479,kamailio,96979,0.0,0.8
1787060479,kamailio,96980,0.0,0.4
1787060479,freeswitch,97163,11.6,43.0
1787060479,gateway,97174,33.7,115.0
1787060481,conversation,1318,49.5,1046.6
1787060481,conversation,13782,225.7,1038.1
1787060481,kamailio,96972,0.1,15.3
1787060481,kamailio,96974,0.0,2.7
1787060481,kamailio,96975,0.0,3.5
1787060481,kamailio,96976,0.0,0.7
1787060481,kamailio,96977,0.0,0.3
1787060481,kamailio,96978,0.0,0.3
1787060481,kamailio,96979,0.0,0.8
1787060481,kamailio,96980,0.0,0.4
1787060481,freeswitch,97163,12.6,43.8
1787060481,gateway,97174,38.9,120.0
1787060483,conversation,1318,54.1,1046.7
1787060483,conversation,13782,251.9,1039.0
1787060483,kamailio,96972,0.0,15.4
1787060483,kamailio,96974,0.0,2.8
